"","AGEP","RACAIAN","RACASN","RACBLK","RACSOR","RACWHT","ESR_label","SCHL_label","WAGP","YOEP","CITWP","years_to_nat"
"3589",64,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1977,1979,2
"3590",62,"0","0","0","1","0","Not in labor force","Grade 6",0,1974,1991,17
"3591",76,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1957,1971,14
"3592",53,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",150000,1988,2000,12
"3593",57,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",0,1962,1981,19
"3594",71,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1991,2002,11
"3595",66,"0","1","0","0","0","Civilian employed, at work","Associate's degree",72000,1959,1965,6
"3596",21,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1999,2005,6
"3597",48,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",36000,1988,1994,6
"3598",53,"0","0","0","1","0","Civilian employed, at work","Professional degree beyond a bachelor's degree",1e+05,1979,2003,24
"3599",61,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",2200,1979,1984,5
"3600",34,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",90000,1983,1999,16
"3601",94,"0","0","0","0","1","Not in labor force","Grade 11",0,1958,1962,4
"3602",64,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",109000,1970,1978,8
"3603",50,"0","1","0","0","0","Not in labor force","Bachelor's degree",6000,2001,2014,13
"3604",78,"0","0","0","1","0","Not in labor force","12th grade - no diploma",0,1989,2008,19
"3605",56,"0","0","0","1","0","Civilian employed, at work","12th grade - no diploma",41000,1988,2005,17
"3606",62,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",9600,1977,1985,8
"3607",67,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1975,1981,6
"3608",48,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",90000,1991,2000,9
"3609",60,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1980,1985,5
"3610",47,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,2000,2004,4
"3611",57,"0","1","0","0","0","Civilian employed, at work","Grade 11",120000,1990,2013,23
"3612",67,"0","1","0","0","0","Not in labor force","Associate's degree",0,1977,1984,7
"3613",89,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1996,2001,5
"3614",71,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1992,2003,11
"3615",61,"0","0","0","0","1","Civilian employed, at work","Associate's degree",50000,1969,1987,18
"3616",47,"0","0","0","1","0","Not in labor force","Grade 11",0,1981,2002,21
"3617",62,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",42000,1980,1999,19
"3618",63,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1981,1997,16
"3619",50,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",89000,1988,2000,12
"3620",40,"0","1","0","0","0","Civilian employed, at work","Master's degree",3e+05,1999,2013,14
"3621",63,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",35000,1979,1990,11
"3622",43,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",60000,1978,2011,33
"3623",50,"0","1","0","0","0","Not in labor force","Master's degree",0,2000,2006,6
"3624",86,"0","0","0","0","1","Not in labor force","No schooling completed",0,1955,2001,46
"3625",45,"0","1","0","0","0","Not in labor force","No schooling completed",0,1991,1997,6
"3626",39,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",45000,2010,2015,5
"3627",46,"0","0","0","1","0","Not in labor force","Regular high school diploma",0,1974,1999,25
"3628",41,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",90000,2004,2018,14
"3629",48,"0","0","0","0","1","Civilian employed, at work","Master's degree",2e+05,1974,1989,15
"3630",45,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1973,2000,27
"3631",61,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",35000,1997,2001,4
"3632",68,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1951,1996,45
"3633",65,"0","1","0","0","0","Not in labor force","Doctorate degree",0,1988,1999,11
"3634",35,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",120000,1986,1995,9
"3635",67,"0","1","0","0","0","Not in labor force","Some college, but less than 1 year",0,1980,1992,12
"3636",51,"0","1","0","0","0","Civilian employed, at work","Grade 9",15000,2006,2011,5
"3637",27,"0","1","0","0","0","Unemployed","Associate's degree",0,2006,2011,5
"3638",31,"0","1","0","0","0","Not in labor force","Some college, but less than 1 year",0,2010,2015,5
"3639",63,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",144000,1980,1994,14
"3640",40,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",34000,1989,1996,7
"3641",39,"0","1","0","0","0","Civilian employed, at work","Master's degree",120000,1997,2010,13
"3642",33,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,2003,2008,5
"3643",80,"0","0","0","0","1","Not in labor force","Grade 11",0,1960,2008,48
"3644",34,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",48000,1996,2002,6
"3645",56,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",38400,2002,2013,11
"3646",43,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",40000,1981,2004,23
"3647",40,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",26300,2011,2018,7
"3648",73,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1970,2013,43
"3649",52,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",32000,1992,1999,7
"3650",49,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",54000,1990,2011,21
"3651",57,"0","0","0","1","0","Not in labor force","Associate's degree",0,1977,1987,10
"3652",70,"0","0","0","0","1","Not in labor force","Grade 3",0,1980,1996,16
"3653",58,"0","0","0","1","0","Civilian employed, at work","Grade 11",32500,1993,2000,7
"3654",33,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",60000,1987,2002,15
"3655",50,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",140000,1970,2003,33
"3656",81,"0","1","0","0","0","Not in labor force","No schooling completed",0,1992,1997,5
"3657",54,"0","1","0","0","0","Civilian employed, at work","Grade 5",13900,1988,1997,9
"3658",73,"0","0","0","0","1","Civilian employed, at work","Associate's degree",6600,1960,1995,35
"3659",74,"0","0","0","1","0","Not in labor force","No schooling completed",0,1990,2007,17
"3660",43,"0","0","0","0","1","Civilian employed, at work","Master's degree",57000,1975,2001,26
"3661",42,"0","0","0","0","1","Civilian employed, at work","Associate's degree",18000,1988,1995,7
"3662",61,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",28000,1980,1989,9
"3663",62,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1983,2011,28
"3664",84,"0","1","0","0","0","Not in labor force","Master's degree",0,1930,1954,24
"3665",52,"0","1","0","0","0","Civilian employed, at work","Master's degree",128000,1998,2013,15
"3666",57,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",10000,1980,1993,13
"3667",29,"0","1","0","0","0","Civilian employed, with a job but not at work","Bachelor's degree",46500,2009,2014,5
"3668",56,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",8700,1986,1994,8
"3669",66,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",60000,2003,2009,6
"3670",79,"0","0","0","0","1","Not in labor force","No schooling completed",0,1968,1998,30
"3671",63,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1988,2000,12
"3672",37,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",90000,1980,2001,21
"3673",64,"0","0","0","0","1","Civilian employed, with a job but not at work","Regular high school diploma",23000,1980,2001,21
"3674",69,"0","0","0","0","1","Not in labor force","Associate's degree",0,1952,2001,49
"3675",60,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",565000,1986,1988,2
"3676",83,"0","1","0","0","0","Not in labor force","Grade 8",0,1988,1996,8
"3677",33,"0","1","0","0","0","Civilian employed, at work","GED or alternative credential",25000,1992,2004,12
"3678",54,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",0,1967,1972,5
"3679",56,"0","0","0","1","0","Not in labor force","Grade 10",0,1978,1998,20
"3680",25,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",28000,2001,2011,10
"3681",94,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1948,1978,30
"3682",37,"0","0","0","0","1","Unemployed","Associate's degree",2000,1991,2017,26
"3683",41,"0","0","0","1","0","Civilian employed, at work","Doctorate degree",0,1986,2008,22
"3684",73,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1996,2005,9
"3685",26,"0","0","0","1","0","Civilian employed, at work","GED or alternative credential",30000,2002,2017,15
"3686",68,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1974,2009,35
"3687",33,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",98000,1988,1994,6
"3688",49,"0","0","0","0","1","Civilian employed, at work","Grade 9",58000,1975,2000,25
"3689",34,"0","0","0","0","1","Civilian employed, at work","Grade 9",30000,2001,2012,11
"3690",42,"0","1","0","0","0","Civilian employed, at work","Associate's degree",3e+05,2002,2012,10
"3691",68,"0","1","0","0","0","Not in labor force","No schooling completed",0,1984,2008,24
"3692",55,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",65000,1996,2008,12
"3693",22,"0","1","0","0","0","Not in labor force","Associate's degree",0,2007,2012,5
"3694",52,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",50000,2001,2008,7
"3695",39,"0","1","0","0","0","Civilian employed, at work","Master's degree",220000,1993,1998,5
"3696",67,"0","0","0","1","0","Civilian employed, at work","No schooling completed",6100,1988,1999,11
"3697",45,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",154000,2001,2017,16
"3698",45,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",55000,1980,1998,18
"3699",68,"0","0","0","0","1","Not in labor force","Grade 2",0,1974,1996,22
"3700",55,"0","0","0","1","0","Civilian employed, at work","Grade 9",30000,1980,1992,12
"3701",52,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",40000,1978,2012,34
"3702",32,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1985,2015,30
"3703",43,"0","0","0","1","0","Civilian employed, at work","No schooling completed",0,1990,2015,25
"3704",51,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1984,2006,22
"3705",50,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",96000,1993,2006,13
"3706",46,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",28000,2005,2009,4
"3707",60,"0","0","0","0","1","Civilian employed, at work","Grade 1",3000,1985,2012,27
"3708",78,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1991,1997,6
"3709",59,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",1e+05,1971,1982,11
"3710",49,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",260000,1999,2009,10
"3711",53,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1996,2007,11
"3712",42,"0","0","0","0","1","Civilian employed, at work","Grade 8",23000,1996,2007,11
"3713",64,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",106000,1981,1988,7
"3714",41,"0","0","0","1","0","Civilian employed, at work","Some college, but less than 1 year",25000,1999,2009,10
"3715",70,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,2008,2015,7
"3716",45,"0","1","0","0","0","Civilian employed, at work","Master's degree",250000,1996,2008,12
"3717",64,"0","0","0","0","1","Not in labor force","Grade 3",0,1983,2011,28
"3718",37,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",1e+05,1992,1996,4
"3719",56,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",78000,1982,2003,21
"3720",67,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",37000,1988,2001,13
"3721",60,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",120000,1990,1996,6
"3722",61,"0","0","0","0","1","Not in labor force","Master's degree",0,1985,1994,9
"3723",54,"0","0","0","0","1","Civilian employed, with a job but not at work","Grade 9",28000,1980,1999,19
"3724",58,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",90000,2006,2011,5
"3725",72,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1972,1978,6
"3726",37,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",27000,1992,2001,9
"3727",21,"0","0","0","0","1","Not in labor force","Bachelor's degree",1100,1999,2005,6
"3728",40,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",70000,1980,2001,21
"3729",71,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",45000,1961,2006,45
"3730",60,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1960,1986,26
"3731",56,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",97000,1992,2008,16
"3732",69,"0","1","0","0","0","Not in labor force","Associate's degree",0,1973,1990,17
"3733",76,"0","0","0","0","1","Unemployed","Grade 6",0,1974,2017,43
"3734",64,"0","0","0","0","1","Civilian employed, at work","Grade 9",11000,1996,2007,11
"3735",63,"0","1","0","0","0","Not in labor force","12th grade - no diploma",0,1989,2014,25
"3736",41,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",0,1989,1995,6
"3737",57,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",0,1997,2006,9
"3738",51,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",45000,1997,2005,8
"3739",51,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",43900,1998,2005,7
"3740",46,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",220000,2001,2012,11
"3741",94,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1950,1961,11
"3742",53,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",40200,1981,2017,36
"3743",63,"0","0","0","0","1","Not in labor force","Associate's degree",0,1968,2008,40
"3744",54,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",36000,1968,1986,18
"3745",65,"0","0","0","1","0","Not in labor force","Grade 9",0,1963,1975,12
"3746",56,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",85000,1983,1999,16
"3747",53,"0","0","0","1","0","Civilian employed, at work","Some college, but less than 1 year",34000,1983,2008,25
"3748",45,"0","1","0","0","0","Not in labor force","Master's degree",0,2011,2016,5
"3749",67,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",35000,1955,1990,35
"3750",70,"0","0","0","0","1","Not in labor force","Associate's degree",0,1956,1961,5
"3751",48,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",10800,2004,2009,5
"3752",33,"0","0","0","0","1","Unemployed","Grade 11",0,1987,2013,26
"3753",45,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",30000,1991,2005,14
"3754",81,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1987,1997,10
"3755",59,"0","1","0","0","0","Civilian employed, at work","Master's degree",1e+05,1984,1999,15
"3756",59,"0","1","0","0","0","Not in labor force","Grade 5",0,1982,1994,12
"3757",37,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",40000,1982,1994,12
"3758",47,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",80000,1996,2014,18
"3759",52,"0","1","0","0","0","Civilian employed, at work","No schooling completed",20000,2005,2016,11
"3760",20,"0","0","0","1","0","Not in labor force","1 or more years of college credit, no degree",4000,2003,2008,5
"3761",43,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",15000,1990,2005,15
"3762",29,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",8000,2008,2016,8
"3763",62,"0","1","0","0","0","Not in labor force","Master's degree",0,1982,1993,11
"3764",31,"0","1","0","0","0","Armed forces, at work","Bachelor's degree",60000,2004,2009,5
"3765",76,"0","0","0","1","0","Not in labor force","Grade 9",0,1988,2017,29
"3766",57,"0","0","0","0","1","Civilian employed, at work","Grade 9",23900,1979,2003,24
"3767",46,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",540,1989,1995,6
"3768",30,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",52000,2005,2007,2
"3769",53,"0","0","0","1","0","Civilian employed, at work","Grade 6",35900,1984,2009,25
"3770",75,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1955,1998,43
"3771",84,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",0,1965,1968,3
"3772",69,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",31400,1986,1992,6
"3773",62,"0","1","0","0","0","Not in labor force","Grade 11",0,1981,1989,8
"3774",50,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",87000,1973,1998,25
"3775",49,"0","0","0","0","1","Civilian employed, at work","Grade 11",52000,1985,1994,9
"3776",30,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",42000,1992,2005,13
"3777",44,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",195000,1994,1999,5
"3778",55,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",24000,1985,2010,25
"3779",55,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",0,1990,1992,2
"3780",66,"0","0","0","0","1","Not in labor force","Grade 8",0,1970,1997,27
"3781",47,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",160000,1995,2007,12
"3782",74,"0","0","0","0","1","Not in labor force","Doctorate degree",0,1965,1995,30
"3783",58,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",25000,1975,1993,18
"3784",75,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1993,2016,23
"3785",49,"0","1","0","0","0","Civilian employed, at work","Associate's degree",65000,1999,2005,6
"3786",70,"0","1","0","0","0","Not in labor force","Associate's degree",0,1982,2004,22
"3787",45,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",80000,1981,1994,13
"3788",88,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1961,1977,16
"3789",24,"0","0","0","1","0","Civilian employed, at work","1 or more years of college credit, no degree",20000,2010,2018,8
"3790",42,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",36000,1986,2018,32
"3791",61,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1980,1987,7
"3792",60,"0","1","0","0","0","Civilian employed, at work","Associate's degree",0,1981,1986,5
"3793",41,"0","1","0","0","0","Not in labor force","Master's degree",0,1979,1992,13
"3794",70,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1972,1976,4
"3795",67,"0","1","0","0","0","Civilian employed, at work","Associate's degree",130000,1960,1966,6
"3796",61,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",135000,1980,2010,30
"3797",51,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,2003,2007,4
"3798",26,"0","0","1","0","0","Civilian employed, at work","Bachelor's degree",88000,1993,1995,2
"3799",53,"0","1","0","0","0","Civilian employed, at work","Grade 4",35000,1989,2012,23
"3800",94,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1953,1957,4
"3801",74,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",2400,1963,1968,5
"3802",55,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1988,1990,2
"3803",63,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",7800,1977,1987,10
"3804",72,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1997,2007,10
"3805",57,"0","0","0","1","0","Civilian employed, at work","12th grade - no diploma",150000,1980,1999,19
"3806",74,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",13000,1972,1979,7
"3807",46,"0","0","0","1","0","Civilian employed, at work","1 or more years of college credit, no degree",28000,1990,2007,17
"3808",64,"0","1","0","0","0","Not in labor force","Grade 6",0,1979,2004,25
"3809",59,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",29000,1985,2014,29
"3810",62,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",50000,1975,1996,21
"3811",71,"0","0","0","0","1","Not in labor force","Grade 3",0,1968,2008,40
"3812",52,"0","0","0","0","1","Not in labor force","GED or alternative credential",0,1989,1995,6
"3813",38,"0","1","0","0","0","Not in labor force","Master's degree",0,2004,2018,14
"3814",44,"0","1","0","0","0","Civilian employed, at work","No schooling completed",25600,1995,2004,9
"3815",59,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",44000,1977,2003,26
"3816",22,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,2003,2008,5
"3817",47,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",150000,1972,1979,7
"3818",57,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1974,1997,23
"3819",68,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1973,1985,12
"3820",31,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",150000,1990,1992,2
"3821",72,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1975,1983,8
"3822",52,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",35200,1975,1983,8
"3823",35,"0","0","0","0","1","Civilian employed, at work","Master's degree",1e+05,1988,1995,7
"3824",82,"0","1","0","0","0","Not in labor force","Master's degree",0,1970,1976,6
"3825",71,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1980,1985,5
"3826",60,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",90000,1986,2006,20
"3827",33,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",10000,1999,2010,11
"3828",54,"0","0","0","0","1","Civilian employed, at work","Grade 11",26000,1985,1991,6
"3829",57,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",0,1979,1984,5
"3830",58,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1985,1989,4
"3831",41,"0","1","0","0","0","Civilian employed, at work","Master's degree",90000,2003,2016,13
"3832",42,"0","0","0","1","0","Civilian employed, at work","Some college, but less than 1 year",80000,1986,2006,20
"3833",77,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1971,1996,25
"3834",55,"0","0","0","0","1","Unemployed","Grade 9",11500,1981,2008,27
"3835",27,"0","0","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",47800,2003,2008,5
"3836",56,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",43000,1975,1983,8
"3837",60,"0","1","0","0","0","Not in labor force","Associate's degree",0,1984,2018,34
"3838",57,"0","1","0","0","0","Civilian employed, at work","12th grade - no diploma",30000,1989,1995,6
"3839",80,"0","1","0","0","0","Not in labor force","Some college, but less than 1 year",0,1972,1977,5
"3840",30,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",146000,2009,2014,5
"3841",60,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",66000,1997,2003,6
"3842",69,"0","1","0","0","0","Civilian employed, at work","Professional degree beyond a bachelor's degree",0,1970,1979,9
"3843",62,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1965,2005,40
"3844",62,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",33000,1981,2012,31
"3845",33,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",40000,1992,2003,11
"3846",60,"0","0","0","0","1","Civilian employed, at work","Master's degree",565000,2007,2017,10
"3847",78,"0","0","0","1","0","Not in labor force","Grade 6",0,1960,2005,45
"3848",28,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",50000,1993,2005,12
"3849",58,"0","0","1","1","0","Civilian employed, with a job but not at work","Grade 5",17100,1984,1989,5
"3850",82,"0","0","0","0","1","Not in labor force","GED or alternative credential",0,1965,1972,7
"3851",74,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1970,1976,6
"3852",40,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1985,2015,30
"3853",45,"0","1","0","0","1","Civilian employed, at work","Master's degree",150000,2003,2012,9
"3854",50,"0","0","0","0","1","Unemployed","No schooling completed",70000,1989,2015,26
"3855",41,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",208000,1982,1995,13
"3856",64,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1976,1986,10
"3857",54,"0","0","0","0","1","Civilian employed, at work","No schooling completed",58000,1997,2010,13
"3858",51,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",107000,1995,2011,16
"3859",34,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",6300,1997,2006,9
"3860",60,"0","0","0","1","0","Not in labor force","No schooling completed",0,2005,2013,8
"3861",40,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",33000,1994,2003,9
"3862",38,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",150000,2001,2012,11
"3863",56,"0","1","0","0","0","Civilian employed, at work","Grade 9",40000,1997,2002,5
"3864",76,"0","0","0","1","0","Not in labor force","Regular high school diploma",0,1975,1979,4
"3865",73,"0","0","0","0","1","Not in labor force","Grade 6",0,1961,1995,34
"3866",43,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",70000,1975,1985,10
"3867",25,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",10000,2001,2002,1
"3868",86,"0","0","0","0","1","Not in labor force","Grade 10",0,1960,2015,55
"3869",51,"0","0","0","0","1","Civilian employed, at work","Master's degree",110000,1979,1998,19
"3870",64,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1955,1990,35
"3871",43,"0","0","0","0","1","Civilian employed, at work","Master's degree",89000,1977,1998,21
"3872",89,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,2002,2007,5
"3873",54,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",24000,1985,2010,25
"3874",62,"0","0","0","0","1","Civilian employed, at work","Master's degree",2e+05,1985,1992,7
"3875",88,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1960,1961,1
"3876",38,"0","0","0","0","1","Civilian employed, at work","Professional degree beyond a bachelor's degree",3e+05,1992,1998,6
"3877",46,"0","1","0","0","0","Civilian employed, at work","Master's degree",181000,1995,2002,7
"3878",42,"0","1","0","0","0","Civilian employed, at work","Professional degree beyond a bachelor's degree",2e+05,1977,1980,3
"3879",36,"0","1","0","0","0","Civilian employed, with a job but not at work","Bachelor's degree",80000,1989,1995,6
"3880",66,"0","0","0","1","0","Not in labor force","Regular high school diploma",0,1979,2010,31
"3881",45,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",79000,1990,2017,27
"3882",73,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1990,1997,7
"3883",82,"0","0","0","0","1","Not in labor force","Master's degree",0,1968,2008,40
"3884",69,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,2003,2011,8
"3885",28,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",60000,1997,2010,13
"3886",78,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1948,1956,8
"3887",60,"0","0","0","0","1","Unemployed","Regular high school diploma",46000,1980,2000,20
"3888",71,"0","0","0","0","1","Civilian employed, at work","Grade 2",26500,1978,2008,30
"3889",45,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1998,2005,7
"3890",71,"0","1","0","0","0","Civilian employed, at work","12th grade - no diploma",49000,2011,2015,4
"3891",44,"0","0","0","1","0","Civilian employed, at work","1 or more years of college credit, no degree",55000,1989,2014,25
"3892",90,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1929,1985,56
