"","AGEP","RACAIAN","RACASN","RACBLK","RACSOR","RACWHT","ESR_label","SCHL_label","WAGP","YOEP","CITWP","years_to_nat"
"1",48,"0","0","0","1","0","Not in labor force","No schooling completed",0,1985,2000,15
"2",68,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1959,1969,10
"3",74,"0","0","0","1","0","Not in labor force","Grade 11",0,1969,1973,4
"4",85,"0","1","0","0","0","Not in labor force","Grade 3",0,1930,1993,63
"5",71,"0","0","0","1","0","Not in labor force","Regular high school diploma",0,1969,1975,6
"6",65,"0","1","0","0","0","Not in labor force","No schooling completed",0,1995,2015,20
"7",54,"0","1","0","0","0","Civilian employed, at work","Associate's degree",20000,1987,2005,18
"8",61,"0","0","0","1","0","Not in labor force","No schooling completed",0,1962,1993,31
"9",84,"1","0","0","0","0","Not in labor force","Grade 9",0,1964,2004,40
"10",85,"0","0","0","1","0","Not in labor force","No schooling completed",0,1963,2012,49
"11",62,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1960,1961,1
"12",65,"0","0","0","0","1","Not in labor force","GED or alternative credential",0,1960,2010,50
"13",23,"0","0","0","1","0","Not in labor force","Grade 11",10000,2003,2010,7
"14",87,"0","0","0","1","0","Not in labor force","1 or more years of college credit, no degree",0,1955,2009,54
"15",59,"0","1","0","0","0","Not in labor force","Master's degree",0,1997,2018,21
"16",73,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1975,1982,7
"17",65,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",60000,2003,2008,5
"18",54,"0","0","0","0","1","Not in labor force","Grade 9",0,1985,2014,29
"19",77,"0","0","0","0","1","Not in labor force","Master's degree",0,1962,1975,13
"20",84,"1","0","0","0","0","Not in labor force","Grade 9",0,1964,2004,40
"21",33,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",45000,1992,2010,18
"22",40,"0","0","0","0","1","Not in labor force","Grade 9",3800,2000,2017,17
"23",42,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1989,2000,11
"24",40,"0","0","0","0","1","Not in labor force","Grade 9",3800,2000,2017,17
"25",51,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1991,2005,14
"26",82,"0","0","0","0","1","Not in labor force","Grade 7",0,1963,2012,49
"27",31,"0","0","1","0","0","Not in labor force","Regular high school diploma",13000,2009,2010,1
"28",94,"0","0","0","0","1","Not in labor force","Grade 10",0,1965,1973,8
"29",94,"0","0","0","1","0","Not in labor force","Grade 6",0,1974,1996,22
"30",73,"0","0","0","0","0","Not in labor force","Grade 10",0,1975,1994,19
"31",40,"0","0","1","0","0","Civilian employed, at work","1 or more years of college credit, no degree",800,1996,2001,5
"32",85,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1983,1993,10
"33",65,"0","1","0","0","0","Not in labor force","Grade 6",0,1984,2008,24
"34",58,"0","0","0","1","0","Not in labor force","Grade 11",0,1976,2000,24
"35",62,"0","1","0","0","0","Not in labor force","Master's degree",0,1982,2004,22
"36",22,"0","0","1","1","0","Armed forces, at work","Regular high school diploma",16000,2009,2015,6
"37",66,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",38000,2009,2015,6
"38",69,"0","1","0","0","0","Not in labor force","No schooling completed",0,1961,1994,33
"39",19,"0","0","1","0","0","Unemployed","1 or more years of college credit, no degree",0,1999,2006,7
"40",23,"0","0","1","0","0","Civilian employed, at work","1 or more years of college credit, no degree",750,2000,2005,5
"41",81,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1987,1996,9
"42",62,"0","1","0","0","0","Not in labor force","Master's degree",0,1982,2004,22
"43",85,"0","1","0","0","0","Not in labor force","Grade 3",0,1990,1993,3
"44",38,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1980,2007,27
"45",75,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1976,1986,10
"46",72,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,2011,2016,5
"47",19,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,2004,2009,5
"48",20,"0","1","0","0","0","Armed forces, at work","Regular high school diploma",16000,2006,2017,11
"49",88,"0","1","0","0","0","Not in labor force","No schooling completed",0,1994,2004,10
"50",52,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1975,1976,1
"51",87,"0","0","0","0","1","Not in labor force","Grade 5",0,1945,1965,20
"52",46,"0","1","0","0","0","Not in labor force","Grade 9",0,2003,2016,13
"53",46,"0","1","0","0","0","Not in labor force","Grade 9",0,2003,2016,13
"54",57,"0","0","0","1","0","Civilian employed, at work","Kindergarten",34600,1976,2001,25
"55",68,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,2007,2011,4
"56",57,"0","1","0","0","0","Not in labor force","No schooling completed",0,1990,2002,12
"57",34,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",76000,1990,2002,12
"58",27,"0","1","0","0","0","Unemployed","Bachelor's degree",2000,1990,2004,14
"59",43,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1997,2006,9
"60",23,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",10000,1998,2004,6
"61",65,"0","0","0","1","0","Not in labor force","Grade 1",0,1972,2001,29
"62",88,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1971,2014,43
"63",48,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",1e+05,1988,2001,13
"64",69,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1979,2016,37
"65",61,"0","0","0","1","0","Not in labor force","No schooling completed",12000,1974,2009,35
"66",36,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",68000,2010,2013,3
"67",67,"0","0","1","0","0","Not in labor force","Professional degree beyond a bachelor's degree",0,1959,1969,10
"68",40,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",110000,1984,2016,32
"69",44,"0","1","0","0","0","Civilian employed, at work","Master's degree",1e+05,1980,2014,34
"70",50,"0","0","0","1","0","Civilian employed, at work","No schooling completed",20000,1990,2004,14
"71",26,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",51000,1997,2003,6
"72",50,"0","1","0","0","0","Civilian employed, at work","Associate's degree",110000,1992,1997,5
"73",62,"0","1","0","0","0","Civilian employed, at work","Master's degree",70000,1982,2017,35
"74",62,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",35000,2004,2015,11
"75",53,"0","0","0","1","0","Not in labor force","Grade 9",0,1978,2000,22
"76",35,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",142000,1987,1993,6
"77",40,"0","1","0","0","0","Civilian employed, at work","No schooling completed",26000,2008,2015,7
"78",60,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1975,1980,5
"79",39,"0","1","0","0","0","Civilian employed, at work","12th grade - no diploma",30000,2001,2006,5
"80",44,"0","0","0","0","1","Civilian employed, at work","Grade 7",30000,1987,2017,30
"81",61,"0","0","0","1","0","Not in labor force","No schooling completed",0,1976,2005,29
"82",48,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",1e+05,1974,1981,7
"83",33,"0","1","0","0","0","Not in labor force","Associate's degree",18000,1986,2016,30
"84",65,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",110000,1981,1988,7
"85",72,"0","0","0","0","1","Not in labor force","Grade 6",0,1980,2000,20
"86",55,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",48000,1985,1995,10
"87",54,"0","1","0","0","0","Civilian employed, at work","Master's degree",80000,1999,2005,6
"88",62,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1980,1995,15
"89",56,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",62000,1970,2007,37
"90",47,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",29100,1989,2015,26
"91",86,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1981,1986,5
"92",44,"0","0","0","0","1","Civilian employed, at work","Professional degree beyond a bachelor's degree",20000,2004,2014,10
"93",35,"0","1","0","0","0","Civilian employed, at work","Associate's degree",21700,1995,1998,3
"94",44,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",0,1998,2013,15
"95",38,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",6000,1990,1995,5
"96",65,"0","0","0","0","1","Not in labor force","Regular high school diploma",36000,1969,1996,27
"97",40,"0","0","0","1","0","Civilian employed, at work","1 or more years of college credit, no degree",50000,1977,1982,5
"98",45,"0","1","0","0","0","Civilian employed, at work","Master's degree",16000,1999,2013,14
"99",70,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1974,1980,6
"100",82,"0","1","0","0","0","Not in labor force","Master's degree",0,1987,1995,8
"101",32,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",65000,1991,1995,4
"102",66,"0","0","0","0","1","Civilian employed, at work","Grade 6",47000,1974,2003,29
"103",43,"0","0","0","1","0","Civilian employed, at work","GED or alternative credential",33300,1980,2010,30
"104",65,"0","0","0","1","0","Not in labor force","Some college, but less than 1 year",0,1970,1980,10
"105",39,"0","1","0","0","0","Civilian employed, at work","Master's degree",3500,2010,2016,6
"106",67,"0","0","0","0","1","Not in labor force","Grade 6",0,1976,2000,24
"107",20,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",15000,2010,2015,5
"108",24,"0","1","0","0","0","Civilian employed, with a job but not at work","Regular high school diploma",6000,2011,2016,5
"109",71,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1988,1998,10
"110",63,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",0,1978,2001,23
"111",65,"0","1","0","0","0","Not in labor force","Master's degree",0,1976,1987,11
"112",74,"1","0","0","0","0","Civilian employed, at work","Grade 6",4800,1973,1994,21
"113",75,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1978,1991,13
"114",74,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1966,1980,14
"115",55,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",108000,1979,1987,8
"116",83,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1972,1980,8
"117",54,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",2e+05,1980,1986,6
"118",42,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",43000,1992,2017,25
"119",40,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",55000,1983,2006,23
"120",46,"0","0","0","1","0","Civilian employed, at work","12th grade - no diploma",80000,1988,2006,18
"121",44,"0","1","0","0","0","Civilian employed, at work","Master's degree",1e+05,1997,2003,6
"122",76,"0","0","0","0","1","Not in labor force","Grade 3",0,2001,2015,14
"123",51,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",0,1994,2007,13
"124",50,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",87000,2007,2016,9
"125",33,"0","0","0","0","1","Not in labor force","Grade 11",0,1999,2006,7
"126",40,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",150000,1986,1992,6
"127",62,"0","1","0","0","0","Not in labor force","Master's degree",90000,1981,1999,18
"128",66,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",565000,1954,1962,8
"129",33,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",55000,1996,2010,14
"130",39,"0","0","0","0","1","Civilian employed, at work","1 or more years of college credit, no degree",0,1995,2006,11
"131",46,"0","0","0","1","0","Not in labor force","Regular high school diploma",0,1976,1984,8
"132",28,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",18000,1994,2000,6
"133",58,"0","1","0","0","0","Not in labor force","Master's degree",0,1984,1993,9
"134",45,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",120000,1998,2014,16
"135",55,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1990,2009,19
"136",68,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",109000,1955,1970,15
"137",46,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1980,1986,6
"138",56,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1982,2000,18
"139",71,"0","1","0","0","0","Not in labor force","Professional degree beyond a bachelor's degree",0,1975,1981,6
"140",66,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",22500,1974,1986,12
"141",62,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1971,1990,19
"142",56,"0","1","0","0","0","Unemployed","Associate's degree",0,1985,2005,20
"143",87,"0","0","0","0","1","Not in labor force","Grade 5",0,1975,1980,5
"144",78,"0","1","0","0","0","Not in labor force","Professional degree beyond a bachelor's degree",0,1969,1976,7
"145",66,"0","1","0","0","0","Civilian employed, at work","Associate's degree",78000,1994,2005,11
"146",58,"0","0","0","0","1","Civilian employed, at work","No schooling completed",0,1981,2017,36
"147",70,"0","1","0","0","0","Not in labor force","Grade 9",0,1986,2007,21
"148",25,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",0,1999,2016,17
"149",71,"1","0","0","0","0","Not in labor force","Grade 8",0,1970,1997,27
"150",47,"0","0","0","0","1","Not in labor force","Master's degree",310,1976,1988,12
"151",71,"0","1","0","0","0","Civilian employed, at work","Some college, but less than 1 year",17800,1967,1975,8
"152",54,"0","0","0","1","0","Not in labor force","No schooling completed",0,2011,2017,6
"153",36,"0","1","0","0","0","Civilian employed, at work","Professional degree beyond a bachelor's degree",30000,2007,2016,9
"154",58,"0","0","0","0","1","Unemployed","Regular high school diploma",17000,1981,1998,17
"155",58,"0","0","0","0","1","Not in labor force","Grade 8",0,1971,1995,24
"156",82,"0","1","0","0","0","Not in labor force","Grade 6",0,1992,1999,7
"157",48,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",80000,1978,1980,2
"158",59,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",7000,1985,1998,13
"159",41,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1993,2017,24
"160",61,"0","0","1","0","0","Civilian employed, at work","1 or more years of college credit, no degree",44000,1985,1995,10
"161",57,"0","0","0","0","1","Not in labor force","No schooling completed",0,1987,2011,24
"162",57,"0","0","0","0","1","Civilian employed, at work","Grade 8",25000,1963,1980,17
"163",27,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,2000,2018,18
"164",72,"0","0","0","0","1","Not in labor force","No schooling completed",0,1970,2000,30
"165",63,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1999,2017,18
"166",63,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",141000,1986,2015,29
"167",65,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1974,1984,10
"168",39,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",80000,1981,1985,4
"169",48,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1974,1990,16
"170",46,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",56000,1980,2002,22
"171",86,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1964,1969,5
"172",59,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",75000,1973,1990,17
"173",74,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1969,1977,8
"174",56,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",565000,1989,2009,20
"175",35,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",36000,2010,2015,5
"176",47,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1998,2005,7
"177",45,"0","0","1","0","0","Civilian employed, at work","Regular high school diploma",38100,1997,2005,8
"178",30,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",110000,2004,2015,11
"179",61,"0","1","0","0","0","Not in labor force","Master's degree",10000,1979,1986,7
"180",65,"0","1","0","0","0","Civilian employed, at work","Professional degree beyond a bachelor's degree",0,1978,1988,10
"181",74,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1986,2010,24
"182",50,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",90000,1976,2015,39
"183",46,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",1e+05,1996,2018,22
"184",25,"0","0","0","1","0","Not in labor force","Regular high school diploma",0,1995,2006,11
"185",61,"0","0","0","1","0","Civilian employed, at work","No schooling completed",16000,1984,2006,22
"186",73,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1950,1954,4
"187",72,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1999,2006,7
"188",63,"0","0","0","0","1","Civilian employed, at work","Master's degree",150000,1979,1989,10
"189",62,"0","0","0","1","0","Civilian employed, at work","GED or alternative credential",10000,1979,2000,21
"190",47,"0","0","0","1","0","Not in labor force","No schooling completed",0,1994,2012,18
"191",26,"0","0","0","1","0","Civilian employed, at work","Associate's degree",25000,1994,2010,16
"192",48,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",80000,1980,2018,38
"193",57,"0","1","0","0","0","Civilian employed, at work","12th grade - no diploma",48000,1987,1989,2
"194",68,"0","0","0","1","0","Not in labor force","Grade 6",0,1980,2008,28
"195",62,"0","0","0","0","1","Civilian employed, at work","Master's degree",103000,1980,1985,5
"196",68,"0","1","0","0","0","Not in labor force","12th grade - no diploma",0,1982,2012,30
"197",62,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",70000,1970,1996,26
"198",77,"0","0","0","0","1","Not in labor force","No schooling completed",0,1975,1992,17
"199",36,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",49300,2007,2011,4
"200",58,"0","1","0","0","0","Civilian employed, at work","Associate's degree",1e+05,1985,1994,9
"201",51,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",40000,1987,2006,19
"202",52,"0","1","0","0","0","Not in labor force","Professional degree beyond a bachelor's degree",0,1996,2000,4
"203",59,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",32000,1987,1994,7
"204",41,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",110000,2000,2017,17
"205",62,"0","1","0","0","0","Unemployed","Bachelor's degree",0,1999,2014,15
"206",55,"0","0","0","1","0","Civilian employed, at work","Some college, but less than 1 year",19700,1997,2001,4
"207",48,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1987,2017,30
"208",50,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",25000,2000,2016,16
"209",70,"0","0","0","1","0","Not in labor force","Regular high school diploma",0,1979,1999,20
"210",52,"0","0","0","1","0","Civilian employed, at work","Master's degree",50000,1988,2008,20
"211",53,"0","0","0","0","1","Civilian employed, at work","GED or alternative credential",34000,1986,1999,13
"212",33,"0","0","0","1","0","Civilian employed, at work","Master's degree",60000,1996,2010,14
"213",75,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1964,1979,15
"214",82,"0","0","0","0","1","Not in labor force","Master's degree",0,1956,2008,52
"215",44,"0","0","0","0","1","Civilian employed, at work","Grade 10",20000,1993,2001,8
"216",70,"0","1","0","0","0","Civilian employed, at work","Associate's degree",70000,1984,1990,6
"217",54,"0","1","0","0","0","Civilian employed, at work","Master's degree",230000,1980,1986,6
"218",70,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1972,1973,1
"219",75,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",29000,1970,1975,5
"220",69,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1987,1993,6
"221",58,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",160000,1991,2002,11
"222",35,"0","1","0","0","0","Civilian employed, at work","Master's degree",77000,1989,2001,12
"223",66,"0","0","0","0","1","Not in labor force","Grade 6",7300,1975,1996,21
"224",57,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",250000,1984,2003,19
"225",55,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",110000,1988,1993,5
"226",59,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",27000,1983,1989,6
"227",60,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",68000,1971,1995,24
"228",68,"0","0","0","1","0","Not in labor force","12th grade - no diploma",0,1980,2005,25
"229",75,"0","1","0","0","1","Not in labor force","Bachelor's degree",0,1997,2015,18
"230",63,"0","1","0","0","0","Not in labor force","No schooling completed",0,1979,2011,32
"231",81,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1993,2000,7
"232",74,"0","0","0","1","0","Not in labor force","Grade 3",0,1970,2009,39
"233",28,"0","0","0","0","1","Civilian employed, at work","GED or alternative credential",0,2006,2017,11
"234",55,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",110000,1979,1984,5
"235",52,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",80000,2014,2016,2
"236",81,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",2700,1954,1974,20
"237",47,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",12000,1989,2016,27
"238",78,"0","0","0","0","1","Not in labor force","Grade 8",0,1991,2006,15
"239",34,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",60000,2000,2005,5
"240",54,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",28000,1982,1996,14
"241",69,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1968,1972,4
"242",54,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",0,1993,2009,16
"243",79,"0","0","0","1","0","Not in labor force","Grade 5",0,1981,1988,7
"244",51,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",83000,1986,2005,19
"245",60,"0","1","0","0","0","Not in labor force","Master's degree",0,1983,1985,2
"246",56,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",50000,1975,1978,3
"247",47,"0","0","0","0","1","Civilian employed, at work","Master's degree",88000,1991,2012,21
"248",60,"0","0","0","0","1","Civilian employed, at work","12th grade - no diploma",35000,1985,2011,26
"249",83,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1958,1976,18
"250",70,"0","0","0","0","1","Civilian employed, at work","No schooling completed",300,1967,1982,15
"251",62,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",22000,1980,1992,12
"252",78,"0","0","0","1","0","Not in labor force","12th grade - no diploma",0,1965,1996,31
"253",37,"0","0","0","0","1","Civilian employed, at work","Associate's degree",500,1995,2017,22
"254",33,"0","1","0","0","0","Civilian employed, at work","Associate's degree",2500,1986,2010,24
"255",37,"0","0","0","0","1","Civilian employed, at work","Professional degree beyond a bachelor's degree",250000,1988,1990,2
"256",61,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",60000,1978,1998,20
"257",26,"0","1","0","0","0","Civilian employed, with a job but not at work","Bachelor's degree",1500,1996,2014,18
"258",65,"0","1","0","0","0","Not in labor force","No schooling completed",0,2002,2015,13
"259",44,"1","0","0","0","0","Civilian employed, at work","Associate's degree",56000,1986,2000,14
"260",82,"0","0","0","0","1","Not in labor force","Some college, but less than 1 year",0,1943,1994,51
"261",39,"0","1","0","0","0","Not in labor force","Regular high school diploma",0,1980,1989,9
"262",51,"0","1","0","0","0","Civilian employed, at work","Master's degree",78000,1981,1987,6
"263",46,"0","1","0","0","0","Civilian employed, with a job but not at work","Master's degree",42000,1980,1997,17
"264",59,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",2000,1977,2018,41
"265",57,"0","0","0","1","0","Not in labor force","Grade 6",0,1989,2012,23
"266",62,"0","0","0","1","0","Civilian employed, at work","Grade 3",50000,1962,1993,31
"267",71,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1995,2008,13
"268",57,"0","0","0","1","0","Civilian employed, at work","Regular high school diploma",24000,1985,2000,15
"269",27,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",85000,1994,2003,9
"270",61,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",62000,1987,2008,21
"271",73,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1976,1986,10
"272",63,"0","1","0","0","0","Not in labor force","Master's degree",50000,1970,1977,7
"273",57,"0","1","0","0","0","Civilian employed, at work","GED or alternative credential",60000,1975,1988,13
"274",71,"0","0","1","0","0","Not in labor force","Bachelor's degree",0,2000,2006,6
"275",35,"0","0","0","0","1","Civilian employed, at work","Grade 10",20000,2000,2005,5
"276",75,"0","0","0","0","1","Not in labor force","Grade 5",0,1979,1987,8
"277",64,"0","0","0","0","1","Civilian employed, at work","Grade 8",30000,1975,1997,22
"278",65,"0","1","0","0","0","Civilian employed, at work","Regular high school diploma",37800,1988,1994,6
"279",62,"0","0","0","1","0","Not in labor force","Grade 9",0,1980,2010,30
"280",50,"0","0","0","0","1","Civilian employed, at work","Bachelor's degree",70000,1978,1997,19
"281",37,"0","1","0","0","0","Civilian employed, at work","Doctorate degree",45000,1992,2010,18
"282",42,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",33000,1994,1999,5
"283",82,"0","0","0","1","0","Not in labor force","Grade 6",0,1970,2000,30
"284",43,"0","1","0","0","0","Unemployed","Regular high school diploma",0,1997,2003,6
"285",33,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",40000,1989,2008,19
"286",84,"0","1","0","0","0","Not in labor force","12th grade - no diploma",0,1984,1990,6
"287",52,"0","0","0","1","0","Civilian employed, at work","Bachelor's degree",140000,1982,1990,8
"288",69,"0","1","0","0","1","Civilian employed, at work","Master's degree",130000,1970,1978,8
"289",71,"0","0","0","0","1","Civilian employed, at work","Doctorate degree",92000,1985,1991,6
"290",50,"0","1","0","0","0","Not in labor force","Bachelor's degree",0,1993,2009,16
"291",22,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",70000,2000,2014,14
"292",49,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1988,2000,12
"293",94,"0","1","0","0","0","Not in labor force","Grade 11",0,1978,1983,5
"294",66,"0","1","0","0","0","Civilian employed, at work","Bachelor's degree",0,1976,1994,18
"295",66,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1955,1974,19
"296",65,"0","1","0","0","0","Civilian employed, at work","1 or more years of college credit, no degree",34200,1988,1994,6
"297",74,"0","0","0","0","1","Not in labor force","Regular high school diploma",0,1956,2002,46
"298",50,"0","0","0","1","0","Civilian employed, at work","Grade 9",46000,1983,2000,17
"299",80,"0","0","0","0","1","Not in labor force","12th grade - no diploma",0,1969,2000,31
"300",52,"0","0","0","0","1","Not in labor force","Bachelor's degree",0,1977,1985,8
"301",38,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",44000,1999,2016,17
"302",70,"0","1","0","0","0","Not in labor force","GED or alternative credential",0,1985,1996,11
"303",50,"0","0","0","0","1","Civilian employed, at work","Associate's degree",114000,1980,1993,13
"304",29,"0","1","0","0","0","Civilian employed, at work","Associate's degree",24300,2001,2007,6
"305",56,"0","0","0","1","0","Civilian employed, at work","Associate's degree",70000,1970,2007,37
"306",45,"0","1","0","0","0","Not in labor force","1 or more years of college credit, no degree",0,1978,1994,16
"307",50,"0","1","0","0","0","Civilian employed, at work","Associate's degree",130000,1975,2000,25
"308",45,"0","1","0","0","0","Civilian employed, at work","Associate's degree",252000,1989,1995,6
"309",76,"0","0","0","0","1","Not in labor force","1 or more years of college credit, no degree",0,1945,1958,13
"310",65,"0","0","0","0","1","Civilian employed, at work","Master's degree",0,1978,1983,5
"311",50,"0","0","0","1","0","Not in labor force","1 or more years of college credit, no degree",0,1985,2002,17
"312",56,"0","0","0","0","1","Civilian employed, at work","Some college, but less than 1 year",7800,1977,1986,9
"313",54,"0","0","0","1","0","Civilian employed, at work","12th grade - no diploma",0,1986,2010,24
"314",30,"0","0","0","1","0","Not in labor force","1 or more years of college credit, no degree",0,1989,2008,19
"315",34,"0","0","0","0","1","Civilian employed, at work","Regular high school diploma",35000,1995,2005,10
"316",54,"0","1","0","0","0","Civilian employed, at work","Master's degree",1e+05,1977,1984,7
